id;nombre;piso;depto;codigo_pos;direccion;barrio;comuna;dias_y_hor;telefonos;email;web;actividad;depende;publico;sector;activ;lon;lat
1577;Biblioteca Labinca S.A.;;;;CRAMER 4130;Saavedra;Comuna 12;Lunes a Viernes 10:00 a 15:00.;4704-2401;;;Biblioteca;;General;Privado;;-58.4758;-34.5463965833373
1578;Biblioteca y Mapoteca Servicio Geografico Militar;PB;;;CABILDO AV. 381;Palermo;Comuna 14;Lunes a Viernes 10 a 17hs;4771-3031;;;Biblioteca;Ejercito Nacional. Ministerio de Defensa.;General;Estado Nacional;;-58.4386;-34.5731642045184
1579;Biblioteca de la Academia Nacional de Geografia;;;;CABILDO AV. 381;Palermo;Comuna 14;Lunes a Viernes 11 a 15hs;4771-3043;ang_biblioteca@velocom.com.ar;;Biblioteca;Ejercito Nacional. Ministerio de Defensa.;General;Estado Nacional;;-58.4386;-34.5731642045184
1580;"Biblioteca ""General Belgrano"" Escuela Superior de Guerra ""Teniente General Luis M. Campos""";2;3;;MIGUELETES 560;Palermo;Comuna 14;Lunes a Viernes 9 a 12hs y 16 a 17hs;;bibliotecaesg@argentina.com;www.;Biblioteca;Ejercito Nacional. Ministerio de Defensa.;General;Estado Nacional;;-58.432;-34.5677043016564
1581;"Biblioteca del Hospital Militar Central ""Circular Militar Dr. Cosme Argerich""";;;;CAMPOS, LUIS M. AV. 726;Palermo;Comuna 14;;4773-1040;;;Biblioteca;Ejercito Nacional. Ministerio de Defensa.;General;Estado Nacional;;-58.4357;-34.5704043985312
1582;Biblioteca Centro de Investigaciones en Antropologia y Filosofica y Cultural;;;;LACROZE, FEDERICO AV. 2100;Palermo;Comuna 14;Lunes a Viernes 10 a 16hs;4776-0913 / 4776-5280;ciafic@fibertel.com.ar;www.ciafic.com.ar;Biblioteca;;General;ONG;Archivo;-58.4422;-34.5673211868883
1583;Instituto de Astronomía y Física del Espacio;;;;GUIRALDES, INT. 2620;Belgrano;Comuna 13;;;rovira@iafe.uba.ar;www.iafe.uba.ar;Biblioteca;;General;Estado Nacional;Archivo;-58.4395;-34.5448380118424
1584;Centro de Investigaciones Bioenergéticas;16;;1121;PARAGUAY 2155;Recoleta;Comuna 2;Lunes a Viernes de 11:00 a 15:00;4508-3680;;www.cicyt.setcip.gov.ar;Biblioteca;Ministerio de Cultura - Ministerio de Cultura;General;Estado Municipal;;-58.3983;-34.5984188885054
1585;"Centro de Documentación ""Dr. Sergio D"" Conf. Médica República Argentina";1;;1093;BELGRANO AV. 1235;Monserrat;Comuna 1;Lunes a Viernes de 10:00 a 16:00;48383-8414 / 5511-8467;conra@comfederacionmedica.com.ar;www.conra.org.ar;Biblioteca;;General;ONG;;-58.3838;-34.6131892316321
1586;Biblioteca Centtro Lincoln Instituto Cultural Argentino Norteamericano;;;1006;MAIPU 686;San Nicolas;Comuna 1;Lunes a Viernes de 10:00 a 16:30;4382-1536;info@bcl.edu.ar;www.bcl.edu.ar;Biblioteca;;General;Privado;;-58.3768;-34.6002700594489
1587;Biblioteca Aidis Asociación Interamericana de Ingeniería Sanitaria y Ciencias del Ambiente;3;;1093;BELGRANO AV. 1580;Monserrat;Comuna 1;Lunes a Viernes de 12:30 a 18:30;4381-5832;biblioteca@aidisar.org;www.aidisar.org;Biblioteca;;General;ONG;;-58.3886;-34.6136992635138
1588;Funny Books;;;1428;CIUDAD DE LA PAZ 2602;Belgrano;Comuna 13;;4786-6887;;;Librería;;Niños y adolescentes;Privado;;-58.4616;-34.5580510693296
1589;Librería El Gaucho. Sucursal Boyacá.;;;1416;BOYACA 1538;Villa Gral. Mitre;Comuna 11;Lunes a Domingos de 10:00 a 21:00.;4582-2721;libreriaelgaucho@hotmail.com;www.libreriaselgaucho.com.ar;Librería;;General;Privado;;-58.4674;-34.6119889917704
1590;Librería El Gaucho. Sucursal Neunquén.;;;1405;NEUQUEN 765;Caballito;Comuna 6;Lunes a Domingos de 10:00 a 21:00.;4432-5164;libreriaelgaucho@hotmail.com;www.libreriaselgaucho.com.ar;Librería;;General;Privado;;-58.4425;-34.6158907672198
1591;Gambito de Alfil;;;1406;BONIFACIO, JOSE 1402;Caballito;Comuna 6;;4432-1304;;;Librería;;General;Privado;;-58.4467;-34.6286656137792
1592;El Gato Escalado Libros;;;1226;INDEPENDENCIA AV. 3548;Boedo;Comuna 5;Lunes a Viernes de 10:00 a 13:00 y de 15:30 a 20:00. Sábados de 10:00 a 14:00.;4932-1956;elgatoescaldado@hotmail.com;http://elgatoescaldado.com.ar;Librería;;General;Privado;;-58.4157;-34.6209965274675
1593;El Túnel de Buenos Aires;;;1084;DE MAYO AV. 767;Monserrat;Comuna 1;Lunes a Viernes de 10:00 a 18:30. Sábados de 10:00 a 13:30.;4331-2106;el_lenut@hotmail.com;http://eltuneldebuenosaires.blogspot.com.ar;Librería;;General;Privado;;-58.3773;-34.6086896355517
1594;Librería Ensayo;;;1047;LAVALLE 528;San Nicolas;Comuna 1;;4322-0887;;;Librería;;General;Privado;;-58.3742;-34.6021802015684
1595;El Escriba;;Local 14A;1064;BALCARCE 1053;San Telmo;Comuna 1;;4362-8149;info@elescriba.com;www.elescriba.com;Librería;;General;Privado;;-58.3701;-34.6200043514955
1596;Eiffel Libres;PB;;1054;CORDOBA AV. 960;San Nicolas;Comuna 1;;4326-3843;;;Librería;;General;Privado;;-58.3807;-34.5990896917824
1597;Estari Libros;;;1056;VIAMONTE 2058;Balvanera;Comuna 3;;4371-2738 // 4374-0014 // 4374-0547;libros@estari.com.ar;www.estarilibros.com.ar;Librería;;General;Privado;;-58.3964;-34.6010150990757
1598;Calesita Plaza Almagro;;;1176;BULNES y SARMIENTO;Almagro;Comuna 5;Todos los días de 10:30 a 12:30 y de 16:00 a 20:00.;;;;Calesita;;Niños;Privado;;-58.4188;-34.6061071534622
1599;Calesita del Spinetto;;;1090;ALSINA, ADOLFO y MATHEU;Balvanera;Comuna 3;Todos los días de 12:00 a 22:00.;;;;Calesita;;Niños;Privado;;-58.3997;-34.6121911086215
1600;Calesita de Don Pepe;;;1287;HERRERA y BRANDSEN;Barracas;Comuna 4;Todos los días de 16:00 a 20:00.;;;;Calesita;;Niños;Privado;;-58.377;-34.6376007213819
1601;La Calesita de Antonio;;;1291;IRIARTE, GRAL. AV. y LUZURIAGA;Barracas;Comuna 4;Lunes a Viernes de 13:00 a 21:00. Sábados y Domingos de 9:00 a 21:00.;;;;Calesita;;Niños;Privado;;-58.3877;-34.6511440881234
1602;Calesita Estación Belgrano R;;;1428;JURAMENTO 3200;Belgrano;Comuna 13;Martes a Domingos de 15:30 a 19:00.;;;;Calesita;;Niños;Privado;;-58.4643;-34.5665739171132
1603;Calesita de la Plaza República de México;;;1428;LA PAMPA y FIGUEROA ALCORTA, PRES. AV.;Belgrano;Comuna 13;Sábados y Domingos de 10:30 a 18:00.;;;;Calesita;;Niños;Privado;;-58.436;-34.5546395606606
1604;Calesita de Parque Rivadavia;;;1424;ROSARIO y BEAUCHEF;Caballito;Comuna 6;Todos los días de 11:00 a 20:00.;;;;Calesita;;Niños;Privado;;-58.4342;-34.6188536308072
1605;Calesita José de Plaza Irlanda;;;1406;NEUQUEN y ALVAREZ, DONATO, Tte. Gral.;Caballito;Comuna 6;Todos los días de 10:00 a 20:00.;;;;Calesita;;Niños;Privado;;-58.4573;-34.6155218242931
1606;Calesita Estación Caballito;;;1405;ROJAS y BACACAY;Caballito;Comuna 6;Lunes a Viernes de 15:00 a 19:00. Sábados y Domingos de 11:00 a 19:00.;;;;Calesita;;Niños;Privado;;-58.4422;-34.6182662564303
1607;La Calesita de Carlitos;;;1405;GALLARDO, ANGEL AV. y PATRICIAS ARGENTINAS AV.;Villa Crespo;Comuna 15;Todos los días de 10:30 a 12:30 y de 14:30 a 20:30.;;;;Calesita;;Niños;Privado;;-58.4363;-34.6052839245875
1608;La Calesita de Parque Los Andes;;;1427;ARENAL, CONCEPCION y CORRIENTES AV.;Chacarita;Comuna 15;Sábados, Domingos y Feriados de 10:00 a 20:00.;;;;Calesita;;Niños;Privado;;-58.4503;-34.590657602386
1609;Calesita del Parque Infantil Don José;;;1407;ALVAREZ JONTE AV. 4767;Monte Castro;Comuna 10;Todos los días de 15:00 a 21:00.;;;;Calesita;;Niños;Privado;;-58.5056;-34.6196088820744
1610;La Calesita de Colegiales;;;1426;LACROZE, FEDERICO AV. 2782;Colegiales;Comuna 13;Todos los días de 14:00 a 21:00.;;;;Calesita;;Niños;Privado;;-58.4468;-34.5733512952642
1611;Calesita El Pato;;;1080;ENTRE RIOS AV. 1056;Constitucion;Comuna 1;Todos los días de 16:00a 20:00.;;;;Calesita;;Niños;Privado;;-58.3915;-34.6209836574519
1612;Calesita Pekas;;;1416;GAONA AV. 3036;Flores;Comuna 7;Todos los días de 15:00 a 21:00.;;;;Calesita;;Niños;Privado;;-58.4684;-34.6175558932
1613;Calesita de la Plaza Misericordia;;;1406;LAUTARO y BILBAO, FRANCISCO;Flores;Comuna 7;Todos los días desde las 10:00 hasta que oscurezca.;;;;Calesita;;Niños;;;-58.4553;-34.6326018168925
1614;Calesita de la Plaza General Pueyrredón;;;1406;YERBAL y ARTIGAS, JOSE GERVASIO, GRAL.;Flores;Comuna 7;Martes, Jueves, Sábados y Domingos de 10:00 a 23:00.;;;;Calesita;;Niños;Privado;;-58.4641;-34.6281576141243
1615;Calesita de la Estación Floresta;;;1407;SEGUROLA AV. y FLORES, VENANCIO, Gral.;Floresta;Comuna 10;Todos los días de 10:00 a 20:00.;;;;Calesita;;Niños;Privado;;-58.4836;-34.6331339942644
1616;La Calesita de Don Luis;;;1408;FALCON, RAMON L.,CNEL. AV. 5990;Liniers;Comuna 9;Todos los días desde las 13:00 hasta que oscurezca.;;;;Calesita;;Niños;Privado;;-58.5108;-34.6402955348329
1617;Calesita El Gato del Polideportivo Nueva Chicago;;;1440;DIRECTORIO AV. y DE LA TORRE, LISANDRO AV.;Mataderos;Comuna 9;Sábados y Domingos desde las 14:00 hasta que oscurezca.;;;;Calesita;;Niños;Privado;;-58.5002;-34.6605401255134
1618;Calesita Mi Sueño de la Plaza Salaberry;;;1440;ALBERDI, JUAN BAUTISTA AV. y PILAR;Mataderos;Comuna 9;Lunes a Viernes desde las 12:00 hasta que oscurezca. Sábados y Domingos desde las 10:00 hasta que oscurezca.;;;;Calesita;;Niños;Privado;;-58.5065;-34.65532501057
1620;Carrousel de los Niños de la Plaza del Congreso;;;1089;YRIGOYEN, HIPOLITO y SAENZ PEÑA, LUIS, PRES.;Monserrat;Comuna 1;Todos los días de 9:00 a 22:00.;;;;Calesita;;Niños;Privado;;-58.389;-34.6096553161444
1621;Calesita Pedrito de la Plaza Pompeya;;;1437;TRAFUL y SAENZ AV.;Nueva Pompeya;Comuna 4;Todos los días de 10:00 a 20:00.;;;;Calesita;;Niños;Privado;;-58.4154;-34.6518978239675
1622;Calesita de la Plaza Balcarce;;;1429;VUELTA DE OBLIGADO y JARAMILLO;Nuñez;Comuna 13;Todos los días de 10:00 a 19:00, en invierno. Todos los días de 10:00 a 21:00, en verano.;;;;Calesita;;Niños;Privado;;-58.4682;-34.5475778693693
1623;Calesita del Jardín Zoológico;;;1425;DEL LIBERTADOR AV. y SARMIENTO AV.;Palermo;Comuna 14;Martes a Domingos de 10:00 a 18:30.;;;;Calesita;;Niños;Privado;;-58.4148;-34.5755930544252
1624;Calesita de la Plaza Unión Latinoamericana;;;1176;COSTA RICA y MEDRANO;Palermo;Comuna 14;Todos los días de 15:00 a 21:00.;;;;Calesita;;Niños;Privado;;-58.4195;-34.5917819990704
1625;Calesita del Parque 3 de Febrero;;;1425;DEL LIBERTADOR AV. y REPUBLICA DE LA INDIA;Palermo;Comuna 14;Todos los días desde las 11:00 hasta que oscurezca.;;;;Calesita;;Niños;Privado;;-58.4139;-34.574430437707
1626;La Calesita de Pedrito de Parque Las Heras;;;1425;DIAZ, CNEL. AV. y LAS HERAS GENERAL AV.;Palermo;Comuna 14;Todos los días desde las 12:00 hasta que oscurezca.;;;;Calesita;;Niños;Privado;;-58.4081;-34.5850106260262
1627;Calesita de la Plaza Campaña del Desierto;;;1414;MALABIA y NICARAGUA;Palermo;Comuna 14;Todos los días de 15:00 a 20:00.;;;;Calesita;;Niños;Privado;;-58.4247;-34.5890646339144
1628;Queen Carrousel;;;1425;FIGUEROA ALCORTA, PRES. AV. y SALGUERO, JERONIMO;Palermo;Comuna 14;Domingos a Jueves de 10:00 a 23:00. Viernes, Sábados y vísperas de feriado de 10:00 a 1:00.;;;;Calesita;;Niños;Privado;;-58.4045;-34.5764392137783
1629;Calesita Juan Carlos de la Plaza República de Bolivia;;;1426;DEL LIBERTADOR AV. y OLLEROS AV.;Palermo;Comuna 14;Lunes a Viernes desde las 15:00 hasta que oscurezca. Sábados y Domingos desde las 10:00 hasta que oscurezca.;;;;Calesita;;Niños;Privado;;-58.437;-34.562821217878
1630;Calesita de Parque Avellaneda;;;1407;DIRECTORIO AV. y LACARRA;Parque Avellaneda;Comuna 9;Lunes a Viernes desde las 12:00 hasta que oscurezca. Sábados y Domingos desde las 10:00 hasta que oscurezca.;;;;Calesita;;Niños;Privado;;-58.4808;-34.642689500856
1631;La Calesita de Tatín del Pque. Chacabuco;;;1406;ASAMBLEA AV. y MIRO;Parque Chacabuco;Comuna 7;Todos los días de 10:00 a 12:00 y de 14:00 a 19:30.;;;;Calesita;;Niños;Privado;;-58.444;-34.6360908131434
1632;La Calesita de Parque Patricios;;;1263;CASEROS AV. y PEPIRI;Parque Patricios;Comuna 4;Lunes a Viernes desde las 15:00 hasta que oscurezca. Sábados y Domingos desde las 10:00 hasta que oscurezca.;;;;Calesita;;Niños;Privado;;-58.4097;-34.6382227983206
1633;La Calesita de Daniel de la Plaza Tte. Gral. Emilio Mitre;;;1126;CANTILO y PACHECO DE MELO, JOSE ANDRES;Recoleta;Comuna 2;Todos los días de 11:00 a 13:00 y de 14:30 a 19:00.;;;;Calesita;;Niños;Privado;;-58.3974;-34.5884537349543
1634;Carrousel Clásico;;;1016;POSADAS y LIBERTAD;Retiro;Comuna 1;Todos los días de 10:00 a 23:00.;;;;Calesita;;Niños;Privado;;-58.3841;-34.5891053070761
1635;Calesita del Parque Saavedra;;;1430;GARCIA DEL RIO y CONDE;Saavedra;Comuna 12;Todos los días de 10:00 a 12:00 y de 14:00 a 19:30.;;;;Calesita;;Niños;Privado;;-58.4782;-34.5513090956771
1636;Calesita Plaza Este de la Estación Saavedra;;;1430;BALBIN, RICARDO, DR. AV. y PLAZA;Saavedra;Comuna 12;Todos los días desde las 12:00 hasta que oscurezca.;;;;Calesita;;Niños;Privado;;-58.4862;-34.5551190289307
1637;Calesita de la Plaza Martín Fierro;;;1221;BARCALA y URQUIZA, Gral.;San Cristobal;Comuna 3;Lunes a Viernes de 14:00 a 19:00. Sábados y Domingos de 10:00 a 19:00.;;;;Calesita;;Niños;Privado;;-58.4079;-34.6256262477269
1638;Calesita de Parque Lezama;;;1143;DEFENSA y FINOCHIETTO ENRIQUE DR.;San Telmo;Comuna 1;Todos los días de 10:00 a 12:00 y de 14:00 a 19:30.;;;;Calesita;;Niños;Privado;;-58.3705;-34.6280933319605
1639;Calesita de la Alegría de la Plaza Aristóbulo del Valle;;;1417;CAMPANA y SASTRE, MARCOS;Villa Del Parque;Comuna 11;Todos los días de 10:00 a 20:00.;;;;Calesita;;Niños;Privado;;-58.4929;-34.6058809823421
1640;La Calesita de Devoto;;;1419;NUEVA YORK 4050;Villa Devoto;Comuna 11;Todos los días desde las 15:00 hasta que anochezca.;;;;Calesita;;Niños;Privado;;-58.512;-34.6003879883816
1641;La Calesita de Pascualito de la Plaza Saénz Peña;;;1416;LAMAS, ANDRES y ESCALADA DE SAN MARTIN, R.;Villa Gral. Mitre;Comuna 11;Lunes a Viernes de 14:00 a 19:00. Sábados y Domingos de 11:00 a 19:00.;;;;Calesita;;Niños;Privado;;-58.4675;-34.6100072407303
1642;Calesita Stella Maris;;;1439;SOLDADO DE LA FRONTERA AV. y OLASCOAGA, MANUEL JOSE, Cnel.;Villa Lugano;Comuna 8;Todos los días desde las 15:00 hasta que oscurezca.;;;;Calesita;;Niños;Privado;;-58.4657;-34.683529582238
1643;Calesita a los Sueños de los Niá±os de la Plaza Unidad Nacional;;;1439;MURGUIONDO y GALLO, DELFIN;Villa Lugano;Comuna 8;Todos los días de 10:00 a 20:00.;;;;Calesita;;Niños;Privado;;-58.4762;-34.6769236317214
1644;Calesita de la Plaza 25 de Agosto;;;1427;CHARLONE y 14 DE JULIO;Villa Ortuzar;Comuna 15;Todos los días de 10:00 a 13:00 y de 14:30 a 21:00.;;;;Calesita;;Niños;Privado;;-58.4622;-34.5805418295297
1645;La Calesita de Leonardo;;;1419;BEIRO, FRANCISCO AV. 5340;Villa Real;Comuna 10;;;;;Calesita;;Niños;Privado;;-58.5255;-34.6144018958579
1646;Calesita El Capricho;;;;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PIEDRA BUENA AV.;Villa Riachuelo;Comuna 8;;;;;Calesita;;;;;-58.4756;-34.6881016380816
1647;El Escondite;;Local 5;1425;GUEMES 3877;Palermo;Comuna 14;Lunes a Viernes de 11:30 a 20:00. Sábados de 11:00 a 14:00.;;elesconditepablo@hotmail.com;https://www.facebook.com/pages/Libreria-El-Escondite/367494999984567;Librería;;General;Privado;;-58.4163;-34.5868276545976
1648;La Calesita de la Plaza 1ro. de Mayo;;;1081;YRIGOYEN, HIPOLITO y PASCO;Balvanera;Comuna 3;Todos los días de 11:00 a 21:00.;;;;Calesita;;Niños;Privado;;-58.3985;-34.6117959154253
1649;Libros Friedenthal;;;1307;PERON, JUAN DOMINGO, TTE. GENERAL 1597;San Nicolas;Comuna 1;;4375-0030;info@librosfriedenthal.com;www.librosfriedenthal.com;Librería;;General;Privado;;-58.3891;-34.6065869319654
1650;Librería El Foro;PB;6;1048;LAVALLE 1362;San Nicolas;Comuna 1;Lunes a Viernes de 10:30 a 19:30.;4382-0987;elforo@libreria-elforo.com;www.libreria-elforo.com;Librería;;General;Privado;;-58.386;-34.6027982207866
1651;Florentino Libros;;;1405;PARRAL 93;Caballito;Comuna 6;;4901-7767;;;Librería;;General;Privado;;-58.4394;-34.618390747198
1652;Fedro;;;1102;CALVO, CARLOS 578;San Telmo;Comuna 1;Lunes a Sábados de 12:00 a 21:00. Domingos de 15:00 a 20:00.;4300-7551;libros@fedrosantelmo.com.ar;http://fedrosantelmo.wordpress.com;Centro Cultural;;General;Privado;Librería||Espacio de Formación (Carreras, Seminarios y Talleres)||Disquería;-58.374;-34.6196895846604
1653;El Faro del Fin del Mundo;;20;1012;LIBERTAD 1240;Retiro;Comuna 1;;4816-2920;consultas@librosyantiguedades.com;www.librosyantiguedades.com;Librería;;General;Privado;;-58.3845;-34.5938576309841
1654;Librería FAMS;;;1120;CORDOBA AV. 2208;Balvanera;Comuna 3;;4952-4219;consultas@libreriafams.com.ar;http://libreriafams.com.ar;Librería;;General;Privado;;-58.3989;-34.5998296140174
1655;Librería La Facultad;;;1225;INDEPENDENCIA AV. 3065;Balvanera;Comuna 3;;4957-5816, interno 125;info@librerialafacultad.com;www.librerialafacultad.com;Librería;;General;Privado;;-58.4088;-34.6198313430632
1656;El Extranjero Libros y Cine;;;1427;OLLEROS 4128;Chacarita;Comuna 15;Lunes a Sábados de 11:00 a 20:00.;4554-8999;;http://librosycine.com;Librería;;General;Privado;;-58.4533;-34.5866206571913
1657;Librería del Instituto;;;1020;RODRIGUEZ PEÑA 1054;Recoleta;Comuna 2;;4811-5906;libreriadelinstituto@infovia.com.ar;www.libreriadelinstituto.com;Librería;;General;Privado;;-58.3919;-34.5964237508649
1658;Librería Huemul;;;1123;SANTA FE AV. 2237;Recoleta;Comuna 2;;4822-1666;info@libreriahuemul.com.ar;www.libreriahuemul.com.ar;Librería;;General;Privado;;-58.399;-34.5952206902251
1660;Librería Hernández. Sucursal Corrientes II.;;;1043;CORRIENTES AV. 1311;San Nicolas;Comuna 1;;4373-6106;sucursal@libreriahernandez.com.ar;www.libreriahernandez.com;Librería;;General;Privado;;-58.3853;-34.6038400540797
1661;Librería Hernández. Sucursal Corrientes.;;;1042;CORRIENTES AV. 1436;San Nicolas;Comuna 1;;4372-7845;sucursal@libreriahernandez.com.ar;www.libreriahernandez.com;Librería;;General;Privado;;-58.3871;-34.6041167061793
1662;Librería Helena de Buenos Aires;;;1007;ESMERALDA 882;Retiro;Comuna 1;;4311-1491;info@helenadebuenosaires.com.ar;www.helenadebuenosaires.com.ar;Librería;;General;Privado;;-58.3784;-34.5979596983529
1663;Librería Hastinapura;;;1098;CHILE 1477;Monserrat;Comuna 1;;4381-2096 // 4382-8673;libros@hastinapura.org.ar;www.hastinapura-libros.org.ar;Librería;;General;ONG;Editorial;-58.3871;-34.6166573369512
1664;Happy Books;;;1424;RIVADAVIA AV. 5462;Caballito;Comuna 6;;4431-4240;;;Librería;;General;Privado;;-58.4421;-34.6211377718238
1665;El Hablador;;Local 7;1428;CABILDO AV. 2280;Belgrano;Comuna 13;;4783-4804;info@libreria-elhablador.com.ar;www.elhablador.com.ar;Librería;;General;Privado;;-58.4582;-34.5604251127763
1666;Librería Guiraud;;;1425;DIAZ, CNEL. AV. 1492;Palermo;Comuna 14;;4822-0419;guiraudlibros@hotmail.com;;Librería;;General;Privado;;-58.4137;-34.593196459198
1667;Librería Guadalupita;;;1407;AVELLANEDA AV. 3918;Floresta;Comuna 10;;4674-2287;;http://libreriaguadalupe.com.ar/catalog;Librería;;General;Privado;Editorial;-58.4839;-34.6296463567364
1668;Gout Elite Gastronómica;3ro.;C;1428;ECHEVERRIA 2077;Belgrano;Comuna 13;;4781-7940;info@gastronomia-gout.com.ar;www.gastronomia-gout.com.ar;Librería;;General;Privado;;-58.4528;-34.5610992526581
1669;El Glyptodón;;;1026;AYACUCHO 734;Balvanera;Comuna 3;;4374-7973;libreriaelglyptodon@gmail.com;www.libreriaelglyptodon.com.ar;Librería;;General;Privado;;-58.3958;-34.6005420651172
1670;Galerna Libros. Sucursal Cabildo.;;;1428;CABILDO AV. 1852;Belgrano;Comuna 13;;4788-6201;cabildo@galerna.net;www.galernalibros.com;Librería;;General;Privado;;-58.4548;-34.5644550358049
1671;Galerna Libros. Sucursal Uruguay.;;;1016;URUGUAY 1049;Retiro;Comuna 1;;4813-5513;;uruguay@galerna.net;Librería;;General;Privado;;-58.3871;-34.5964079150717
1672;Galerna Libros. Sucursal Perú.;;;1068;PERU 1064;San Telmo;Comuna 1;;4361-8210;santelmo@galerna.net;www.galernalibros.com;Librería;;General;Privado;;-58.3742;-34.6203503821934
1673;Librería Fernández Blanco;;;1049;TUCUMAN 712;San Nicolas;Comuna 1;Lunes a Viernes de 10:30 a 19:00.;4322-1010;fernandezblancolibros@gmail.com;www.fernandezblanco1939.com.ar;Librería;;General;Privado;;-58.377;-34.6011786805135
1674;Aquilanti Libros;;;1081;RINCON 79;Balvanera;Comuna 3;Lunes a Viernes de 11:00 a 18:30.;4952-4546;aquilanti@speedy.com.ar;www.aquilantilibros.com.ar;Librería;;General;Privado;;-58.3963;-34.6103038769104
1675;Entelequia Comic Book Store (Sucursal Uruguay);;;1015;URUGUAY 341;San Nicolas;Comuna 1;;4371-2007;info@entelequia.com.ar;www.entelequia.com.ar;Librería;;General;Privado;;-58.3865;-34.6047843292103
1676;Entelequia Comic Book Store (Sucursal Juramento);;;1428;JURAMENTO AV. 2584;Belgrano;Comuna 13;;4788-4521;belgrano@entelequia.com.ar;www.entelequia.com.ar;Librería;;General;Privado;;-58.4584;-34.5630687386999
1677;Entre Libros. Sucursal Av. Santa Fe.;Subsuelo;Local 5;1123;SANTA FE AV. 2450;Recoleta;Comuna 2;Martes a Viernes de 9:30 a 12:30 y de 16:00 a 19:00. Sábados de 9:30 a 13:00.;4824-6035;enlibros@fibertel.com.ar;www.entrelibros.com.ar;Librería;;General;Privado;;-58.4018;-34.5946822529983
1678;Entre Libros. Sucursal Av. Cabildo.;1ro.;Local 80;1428;CABILDO AV. 2280;Belgrano;Comuna 13;Martes a Viernes de 9:30 a 12:30 y de 16:00 a 19: 00. Sábados de 9:30 a 13:00.;4785-9884;enlibros@fibertel.com.ar;www.entrelibros.com.ar;Librería;;General;Privado;;-58.4582;-34.5604251127763
